PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,category,session
16.046959,1.2261511,-5.8166676,-5.493286,5.756686,-5.1113653,-0.21517915,-1.0938468,0.9382889,-2.0958254,2.4101384,-0.41476965,-0.984717,3.5381389,-0.52802277,-2.3743184,0.14761241,-2.033443,-0.27404952,-1.66461,0.38673162,1.619518,1.9760348,0.7872387,-0.0051079784,0.780013,-0.84272695,0.7337206,0.9617711,1.6934174,-0.00481434,0.7188868,1.112371,-0.10206626,-0.22195186,-1.4846393,1.1394547,0.6589511,0.84383863,-1.7556274,-0.15175618,0.6580246,0.003527582,-0.12996499,-0.5054735,1.1147707,0.6222518,0.2893712,1.14421,-0.3839267,chair,2
15.606254,-2.7310107,-6.7289577,-4.517859,-0.15613988,-7.138601,-6.9048457,-4.0611944,-1.0363365,-2.5879743,-1.6151048,1.6811187,-3.645573,3.2037966,0.44456512,1.3104379,0.47559977,-3.3937175,-2.3558552,1.4787056,-4.791925,-2.319516,-0.552393,-0.78233653,-0.14773355,2.0860937,0.6449058,-0.66393316,0.34481886,-0.4991818,0.25862417,0.87281644,-0.50782907,-0.44297808,0.8709671,-0.72411597,-0.9151891,-0.054115534,-0.8658375,0.50444174,0.48516667,-0.80922335,-0.535558,-0.29646587,1.1583301,-0.3586508,0.11991576,-1.2400305,0.032585893,0.67638844,bottle,2
17.204613,-1.539739,-5.805302,-3.5149882,3.896814,-4.397819,-5.350565,-0.61199456,2.4739316,-2.4525461,-0.80192494,3.1577623,-2.9943762,2.865085,-1.0435748,1.376586,1.2895106,-2.5881402,-1.4313469,1.4352041,-2.7421236,-0.43699634,0.27656886,0.58610344,0.1386952,1.4268099,-0.016780108,-1.5273117,0.32764304,0.2477004,1.0024104,1.2520041,0.0721931,1.2709421,0.48013905,0.17601748,0.35723522,-0.34394804,0.5207837,-0.08408671,-0.085243784,-0.80614847,-0.41114616,-0.5128466,-0.883869,0.2980284,0.46180317,-0.7753864,1.1532283,0.8189998,bottle,2
16.971128,-1.0455706,-4.7402163,-3.2148204,4.693773,-4.324956,-4.805431,1.2759311,2.9353733,-2.215679,0.526894,4.966515,-2.5930874,2.9606066,-0.5645403,1.9698247,1.8320167,-3.330248,-1.2153556,0.36323708,-1.2251371,-0.7863838,0.24246852,0.28530565,-0.3931063,0.20611218,0.20315653,-1.4412444,0.10519585,-0.14263208,0.011156544,0.5116044,0.9495171,1.1141903,0.29750067,-1.1606323,0.3828798,-1.2886266,-0.69717264,0.71505004,1.1848053,-0.61834437,0.7674723,-0.54096365,-0.6523912,-1.4828184,0.31471536,-0.6390468,0.34722355,0.10288928,bottle,2
16.880266,-2.2491896,-2.435434,-2.2442193,7.5606127,-2.5351129,-6.4721565,1.485385,0.8895211,-1.9021934,1.4806114,6.1922464,-0.9334945,2.9239388,0.6386427,2.0801942,-0.037115227,-0.89364916,-1.4347744,-0.19585027,-1.1577362,-1.5440078,0.3656953,-0.020726291,-0.0845888,-0.40906247,0.9217496,-2.1754258,1.2725118,0.106264904,1.1026852,-0.21065554,-0.10716506,0.872047,1.6639426,-0.1930117,-1.1481321,-1.2319056,-0.7658539,0.51211053,0.52261674,0.97435665,0.58084494,-0.656059,1.2903167,0.10201794,0.67933553,-0.14792879,-0.53599197,-0.023278218,bottle,2
16.429695,-0.2860475,-4.2070656,-2.3119297,8.217339,-2.9339352,-4.4892225,-0.44401988,1.7735969,-1.243786,2.1450763,3.3550775,1.0739688,3.0584502,-1.6786982,1.4287922,-0.013425044,-1.1761459,-1.194235,-0.95790946,0.23626944,-0.41188586,-0.43946022,1.5235155,-0.24123366,-0.57322097,0.93011856,-0.6176628,-0.21829328,-0.5845472,1.3831764,-0.098033294,-0.20640357,0.6643145,-0.69835746,0.7680815,-0.5366229,0.37151846,0.14711422,0.15489541,0.004643131,-0.32589075,0.651442,-0.8792939,-0.30708557,-0.36465594,1.1347847,-0.054404277,-0.79237014,-0.34055585,bottle,2
15.12966,-0.70670277,-5.1974587,-2.9173841,6.3505826,-4.2757535,-3.9471087,-1.3671048,2.1209416,-0.76026267,3.3155065,2.5663917,1.150233,2.4634786,-1.7388284,0.5303055,0.22008736,-0.9273776,-0.039898552,-1.1228263,-0.31911263,0.016635753,-0.36897814,2.0132055,0.18591172,-0.31096298,0.92302763,-0.9846274,-0.6815451,0.21448936,2.1546779,0.08767359,-0.21042717,-0.0832773,-0.49104157,0.41495508,-0.1556594,0.5732254,-0.2653814,-0.8083218,-0.12524399,-0.062470555,-0.36495093,-0.4016217,-0.8953391,0.15816772,1.1137805,-0.38606477,-0.15661113,-0.12882634,bottle,2
17.111982,-1.3758872,-4.3945894,-2.223217,6.971819,-4.340742,-4.4074507,-1.8779743,2.1121504,-2.2397156,3.3722577,1.7670014,0.5000484,1.6783397,-0.19158201,-0.9310763,1.3099372,-2.2026365,-1.7540565,-2.1535249,-1.9236281,-0.37265015,1.6207777,0.5218913,-1.7895516,-0.93389094,1.66777,-0.9245043,0.6309071,0.17038412,1.1619742,0.036805257,0.28805646,-0.6472455,-0.49422514,-0.17132622,0.5813075,0.7198982,-0.7541838,1.2800663,0.68826336,-0.82182175,1.0124856,-1.0832744,-0.77068913,-1.3408462,-0.40492424,0.7561722,0.15046577,0.11175154,bottle,2
16.3253,-0.3033418,-4.4413757,-2.8232386,7.212167,-3.1214912,-3.8761494,-0.19830012,2.3114595,-2.466953,2.5791073,3.2700067,0.29341066,2.6840434,-0.6154061,-1.8347234,1.8161249,-1.8714794,-0.55824965,-1.2296327,-1.9715333,-0.12640086,1.8876921,-0.2445907,0.087176666,-1.6749705,-0.7368918,0.688077,0.5225873,0.036017142,0.94266665,-1.0362878,0.93494797,0.04661615,0.038683165,0.1818234,-0.89622897,-0.9065404,1.0569214,-1.1955397,0.26851806,0.26311877,-0.29262373,-1.0267924,-0.5243062,-0.73710406,0.40594015,0.71562743,0.8212789,-0.54580444,bottle,2
17.33535,-1.6200255,-4.2437296,-2.6147,7.3272767,-3.60502,-5.319779,1.4723297,2.7574284,-3.3437042,0.056812927,4.1794643,1.0722227,2.9130979,-0.19697274,-0.99416536,1.107851,-0.8688715,-0.99386656,0.25378823,-0.8720767,-1.02175,0.47707745,0.48458675,-0.42004463,-1.5821952,-1.0864615,-0.66934437,-0.29756522,-0.49627405,0.8833357,-1.5141673,0.90958256,-0.48873818,-0.017629532,-0.3322455,-0.72023547,-0.12191073,-1.5141209,0.7802372,0.5308049,-1.3988786,-0.9663905,-1.2931749,0.111280024,0.31922922,-0.8296283,-0.7045497,0.57523394,0.6264248,bottle,2
18.191536,-0.32988027,-1.5399939,-0.22471684,10.886473,-0.091528796,-3.6812356,-0.3990135,3.048955,-1.7112883,3.1261983,3.5151753,2.9823966,2.6436484,-0.090835854,1.2249844,2.6015072,-1.2796887,-2.447757,-0.712199,-0.709137,0.3765055,-1.2054621,-0.49696422,-0.8827421,-0.3766476,1.3977054,-0.83288616,0.55375016,0.61626166,-0.004276938,0.46904877,0.48571807,-0.99776447,0.37805066,0.09999197,-0.07229936,-0.44640493,1.0226152,-0.24051411,-0.5756232,-0.6315671,0.2526597,-1.1920195,-1.4780825,-0.43684667,-0.84286904,-0.3127775,0.9788374,-1.328978,shoe,2
17.94758,-1.9397823,-0.9177772,-0.08085716,11.455586,-1.1751573,-5.317102,0.26345682,2.2914186,-1.853147,4.9334936,5.4307013,3.083174,1.5822204,-0.3327194,-0.4048941,2.2276576,0.01335773,-2.3483343,-1.277939,-2.3496192,-0.521318,0.7130218,-1.0412843,0.34940672,0.12746559,0.8845312,-1.6081408,0.7897998,1.585776,0.74082947,0.63113683,1.2508624,-1.0791997,1.5235568,-0.5765823,-0.4558502,-0.104831636,0.6949176,0.0085689435,-0.9190681,-0.47476706,-0.41509643,-0.9986414,-0.12752452,0.2164282,-0.75917953,-0.30799443,0.49503088,-1.1256081,shoe,2
17.744677,-0.50123906,-2.1727962,-1.1258141,9.162223,-1.4484187,-5.4343414,0.60079783,3.0534647,-1.0147978,5.200767,4.9515877,0.27745914,1.8543873,-1.8117845,0.3083151,2.888298,-0.9769402,-1.6431497,-1.1777258,-1.3104312,-0.07368323,0.1005946,-1.0112408,0.014197421,-0.5670408,0.45024484,-2.086141,0.7112759,0.84912485,1.410457,-0.21623853,0.14121078,-1.0557202,-0.30266973,-1.0605567,0.9199168,-1.3994598,0.7012559,-0.71144825,-0.20832367,0.03034563,0.34322974,-1.0898113,-0.93415606,-0.66163594,-1.1497566,0.55113953,0.74400914,-0.13029675,shoe,2
17.395271,-1.015019,-2.856807,-2.0067718,9.892814,-2.6115026,-5.8367815,0.8086225,1.8411089,-0.6828424,4.18802,4.435355,-0.10257295,1.4438492,-0.7750275,-1.0555441,2.2642567,-1.1243879,-0.96414304,-1.5161622,-2.1452346,-0.88999414,1.0191499,-1.8604655,-0.77856255,-0.5716306,0.7407354,0.11025197,2.238142,0.46338186,1.7559799,-1.5481629,0.15618865,-0.41802222,-0.017322792,-1.0683851,0.4198953,0.073312186,-0.64947325,0.21327618,-0.16030626,-0.35733873,-0.716686,-0.4432817,-1.1943164,0.83580786,0.17792128,1.7474778,0.87879485,-0.29447436,shoe,2
17.763342,0.12580948,-2.4467447,-1.2340007,9.277943,-2.0550752,-4.935699,0.43549162,3.6642892,-2.4822133,3.3764558,4.346623,0.7536922,2.9861603,-0.33541644,-1.3193749,2.5022707,0.64240485,0.026370838,-0.031275403,-1.7737955,-1.5049729,2.5487826,-0.10077374,-0.014390407,-0.54885596,1.460852,0.66303635,0.051879495,-0.1709703,0.1479212,-1.0746832,-0.4410475,-0.33709148,-0.884573,-0.5182496,-0.5131618,-0.5216066,-0.07071062,-0.09266438,-0.4761164,-1.7071507,-0.66720855,-2.215544,-1.0871079,-0.85783654,0.67271274,1.3125992,0.2511076,0.32135624,shoe,2
15.946482,-0.4849423,-5.259161,-3.5061643,7.1835976,-4.24344,-5.2782755,0.60446405,4.1488204,-1.9527057,2.0589828,3.725811,0.37788454,3.3456626,-1.2630483,-1.8135654,2.9015012,0.25949636,0.08594838,0.6074544,-1.2654383,-0.78459466,2.1219301,0.78543484,1.1671141,-0.07209241,0.68436503,1.2107034,-0.94934976,-0.18462154,0.87583745,-1.7707213,0.27798483,-0.6159882,0.14116737,-0.70514476,-0.4008439,0.068502806,0.089324124,0.35977927,-0.25283033,0.061681516,-0.7806252,-0.950041,-0.04673411,-1.2666347,1.0356098,0.50017554,0.689394,0.120050445,shoe,2
17.05539,-0.711985,-4.4296393,-2.4095123,6.303146,-3.5478623,-5.681005,1.0024681,3.27289,-2.794502,1.5086739,4.5234375,-1.0323777,2.4189544,-1.210025,-0.71009344,2.9457135,-1.8411899,-1.3259193,0.434146,-1.8901999,-1.824497,0.6101849,-0.6424078,-0.21219452,-0.2299629,-0.12993102,-0.43798563,-0.5264375,-0.4808421,0.6247738,-0.9188248,0.6104228,-0.8004968,-0.6864826,-1.024553,0.48366365,-0.76473397,-0.9150157,0.35750207,-0.66430134,-1.4511151,-0.6355191,-1.3486054,0.08730255,-0.63492954,-0.21444225,0.3864739,0.120455876,0.29114792,shoe,2
17.40733,-1.2876885,-4.059252,-1.9847536,8.952364,-2.1007655,-6.916157,0.99259377,2.253316,-2.8119094,0.24704032,4.436428,-0.97067535,2.6992002,-0.34988928,0.6225688,3.0211782,-0.8689096,-2.6644292,0.18495782,-2.505546,-0.77956367,0.8683854,-1.216192,0.6335615,0.11951674,0.56669784,-0.7672393,1.6960511,0.1902186,0.88322157,-0.096605934,0.9117522,-1.1307477,-0.4503727,-0.029867547,0.5742622,-0.019916005,-1.2660381,1.7556872,-0.5991666,-0.8473849,0.3868171,-0.5199932,0.28930983,-0.50799286,-0.811016,0.7377235,-0.7645309,0.15784726,shoe,2
15.705866,0.3298905,-5.196817,-2.2911253,7.253419,-3.0122828,-4.922172,2.6975935,4.8032684,-3.8783598,0.11804383,3.295343,0.23329286,4.585361,-1.1999553,1.2939614,2.8206048,-0.2066729,-0.32031295,0.5423231,-0.8543391,2.4507575,1.8254704,1.7531691,-0.99383175,-0.5646797,-0.37486288,-0.8940247,0.11258314,1.9883611,-0.3761242,-0.45194635,-0.17935088,-0.9979837,0.88913524,0.33869004,0.22546078,-0.29869264,-0.054482978,-1.027869,-0.6813297,-1.9984754,-0.035941157,0.3368868,-0.8047156,-0.7006584,1.4019747,0.348267,-1.0603193,0.31342906,shoe,2
15.909968,-1.0103734,-4.606893,-1.0478117,8.113063,-1.380652,-3.4875362,-3.873502,0.6731072,-2.769447,-1.0872085,2.0384939,6.0499854,3.3284838,0.051422942,1.5854167,-0.77065355,-2.1024866,-2.847302,-2.1576433,-1.2231282,-0.7862025,0.6059448,0.4922277,-0.10039551,-1.0963082,0.9802843,-0.6093904,-0.35200605,0.8309999,-0.12705341,-0.49710113,0.9749035,-1.2425703,0.83482623,2.0691245,0.89022726,-1.239348,-0.27566284,0.80791014,0.6907286,-0.55737376,-0.6572393,0.2695578,-0.69674814,0.27789903,-1.214058,-0.27851355,-0.33922768,-0.074233614,face,2
14.894463,-1.0512357,-4.9902234,-1.5123285,6.491143,-3.175789,-3.3768332,-0.6234857,2.5336218,-1.7628893,-0.76350427,4.73092,6.46581,3.091941,-0.8122767,2.7325006,-0.87408525,-1.3378502,-1.6311231,-1.0814197,-0.70067656,0.23584779,1.6073875,-0.5857792,-0.4301434,-0.79265285,-0.4233693,1.3432263,-0.3830023,0.7673181,-0.43127763,-0.03415544,1.6422932,0.050456457,0.38130325,0.32478702,0.3117475,0.18862876,-0.5887168,-0.26845726,0.19268633,0.20901175,0.05052732,-1.0915892,0.75067,0.27196357,-0.63744426,-0.5564286,0.35522872,0.14576825,face,2
14.878818,-1.0754737,-7.361367,-3.831779,5.7449336,-5.331501,-2.5779977,-2.8137226,2.969048,-1.1838552,-0.3551925,3.8354461,4.314622,2.0467696,-3.2961605,2.4939685,0.4737154,-0.18003975,-1.68114,-1.6209375,0.4208084,-0.91574866,0.8318177,-0.37073818,0.38243675,0.016489414,-1.0105423,0.29306018,-0.34626928,-0.12688832,1.0444952,-0.56486744,1.0536175,0.6721023,-0.56546205,2.90439,0.7093638,0.15168421,0.26961428,-0.12952769,-0.21908323,-0.16795106,-0.61645865,-1.1193533,0.71293366,-0.5370872,-0.5342105,-0.4417909,-0.30065465,0.12594174,face,2
14.2823305,-1.9568439,-6.111624,-3.820172,5.679735,-4.613762,-4.3484993,-2.0916383,2.4943964,-0.43981346,0.6385107,4.3701215,4.2243648,2.3331997,-2.7132504,2.4122481,0.2506991,0.57263124,-1.4057811,-1.704103,-0.0040471544,-0.5763884,0.7483062,1.252297,-0.29778415,0.18858518,-1.2704271,-0.14054783,-0.17712651,0.8669272,1.1350846,0.42304453,0.6195804,-0.6485069,-0.6803915,1.2597688,0.19946961,-0.5793049,-0.63284945,0.52102757,-1.4941365,0.56159925,-0.15903291,0.24794137,-0.11658067,1.2217553,-0.34283793,0.6088238,0.09290251,-0.04285431,face,2
14.634823,-1.8359826,-6.8347783,-3.7585526,4.974094,-5.694141,-3.8857915,-2.6176457,2.3734622,-1.1037569,1.1633948,3.6445909,4.277321,2.3961112,-3.398032,2.712762,0.2911024,-0.95833206,-1.2145633,-0.84208864,0.5653314,-0.9032161,0.78555876,0.16994712,-0.42157406,-0.8532395,-0.15586388,-0.8410325,-0.6209627,1.4463383,0.48223406,-0.20639111,-0.16166815,-0.939359,-0.37459233,0.8189445,0.33608347,0.18286946,-0.00921759,0.11471238,-0.49465767,-0.9623549,-0.42715484,-0.16384266,-1.2186755,0.8516164,-0.75956535,-0.09149627,0.21366487,-0.008024271,face,2
14.191739,-1.7237408,-7.4136066,-4.7925367,4.462242,-5.7378054,-3.5029635,-3.300317,2.0426886,-1.3623164,2.0125985,3.0921314,3.7929072,1.9594557,-2.852987,2.1567929,0.8585545,-1.0714141,-0.9875155,-0.8271518,0.46271357,-1.2040789,0.64020765,-0.8011389,-0.24856593,0.09952752,-0.6041952,0.7359271,-0.33978707,0.77995145,0.40703484,0.46538717,0.49701288,-0.83545554,-0.64043784,0.5087015,-0.9529289,0.03979012,-0.28306383,-0.7058804,-0.40128884,0.66602874,-0.718493,-0.96173614,-0.17695351,0.22964726,-0.41146797,0.4406944,0.2329621,0.2126153,face,2
14.296535,0.018617705,-8.154738,-4.6495347,4.5782795,-6.0712285,-1.8592294,-3.942358,2.073387,-0.38901818,2.130796,2.3767006,4.016364,2.7021024,-3.4491072,1.6400127,1.8486252,-1.5514454,-1.7828065,-1.7251705,-0.15106197,0.18004169,0.7024646,-0.8799807,-0.18662837,0.16364723,-1.8455598,0.63927484,0.9495101,0.9211636,0.05475087,1.4289547,1.2823144,-0.9107744,-2.0976307,0.40559086,-0.22449899,0.58021724,0.88512003,-1.1738269,-0.20575787,0.019497447,-1.0829475,-0.49078906,-1.0734224,0.40314007,-0.08753826,0.56336766,0.20068942,0.19253203,face,2
14.0125,0.83616596,-7.725436,-4.840348,5.5986443,-4.9649105,-2.6690564,-2.5768437,2.9088945,-0.30530697,1.9847788,1.3816496,3.8062172,2.1604586,-2.9812121,0.8298264,1.3081543,-2.7706053,-1.6068388,-0.92845225,-0.015759923,0.22944434,-0.3209266,-1.2788558,-0.43782923,-0.0508432,-2.1182067,-0.27569455,1.3050104,1.0330609,0.82613623,-0.1659555,0.6472823,0.043081492,-1.0055225,-0.31404677,-0.13179186,-0.82806706,0.3384974,-1.8271284,-1.0229573,-0.48331374,0.68797857,0.14126344,-0.36693993,0.4361157,0.38255182,0.6909975,0.09500379,1.2564732,face,2
13.059229,-0.68255436,-6.5150347,-3.8870075,5.461755,-4.508838,-3.9524765,-2.9443345,2.4917035,-1.1751928,2.745298,1.1580993,4.2344203,3.1374395,-2.6063306,-0.010216934,-0.9323825,-1.144517,0.20680395,-0.0737128,-1.56659,0.3879978,1.371249,-0.5333041,-1.150117,0.13632095,-0.75293434,-0.8681916,-0.6679752,1.903441,-0.031028738,-0.107675165,1.094114,-0.19734582,-0.72465885,-1.1518923,0.68687916,-0.37573242,0.1675014,-1.6648847,-0.7117873,-0.5924888,-0.85344154,0.86664224,0.45516336,-0.2613294,-0.32952458,0.7355023,0.53930104,0.8857051,face,2
15.929199,0.1156606,-3.8736687,-0.546938,11.520381,1.9571795,-1.6267543,-3.7456393,-1.8907999,-5.4571333,-3.4221208,-0.19106738,1.7285942,3.9713974,0.90452516,0.9864912,0.8318014,-0.25198463,-1.8699772,1.582431,-2.1986017,-0.5562798,-0.019659588,0.050864406,0.9035757,1.6092322,0.32434353,0.16159874,0.6914627,0.39499265,0.028077897,0.14534834,-0.62083054,-0.8062924,-0.082413755,-0.16197708,0.19808634,-0.27120918,0.21123682,0.41334447,1.6860327,-1.665888,1.3079171,1.2562088,-0.16531186,1.4105057,1.2931187,0.20180486,-0.13323447,1.4981384,house,2
17.167074,1.8090782,-2.2903087,1.304293,13.987957,5.136997,0.23013526,-1.4417077,0.5277252,-6.297975,-1.6533403,1.8768972,0.0904763,3.2342436,-0.63585204,2.0594134,2.5638933,0.17611468,-0.69806707,0.606088,-0.6130295,0.41686946,0.421025,0.21945107,0.64709634,0.5651172,-0.39403802,0.53651553,1.2742043,0.2661134,-1.1973922,0.48414442,-0.8093025,0.3820151,-0.20978089,0.3608127,0.36853388,-0.35905108,-0.8509022,0.058503553,0.8587771,-0.92094153,-0.3589676,0.33917272,0.03050414,0.36200723,1.0949919,-0.26634675,-0.18658936,0.49324036,house,2
16.88203,2.1263897,-2.174633,0.7432338,13.274115,5.260837,-0.9374672,-2.316411,-0.46639803,-4.534654,0.6953638,2.2493088,-0.59389037,2.2516513,-0.62762535,2.6846893,1.7756361,1.3721217,-1.3729032,-0.14792335,-0.2703396,-0.433038,0.78648525,-0.79659075,0.40130863,-1.1529918,-0.7326754,2.1904895,0.8560859,-0.1332041,-1.2180328,0.20365919,-1.2063564,-0.2087543,-0.15082596,0.4618518,-0.88356996,0.19233583,-0.4407563,-1.1690313,0.36749,0.6332443,0.92657566,-0.31391925,-0.05684256,0.13884868,0.80687875,0.5127179,-0.5448429,0.45217353,house,2
16.163507,0.655872,-1.9900707,1.1423601,12.316086,3.3680243,-2.8586724,-1.8260863,-0.80384314,-3.1679504,1.1555698,2.4492645,1.4162413,2.277568,-0.49940112,2.9098873,0.3427485,2.86698,-1.5588145,0.18748255,-0.7024291,-0.6913136,-0.032769635,-0.31313366,1.302798,-0.9009184,-0.6772787,2.8053083,-0.012648514,0.35223302,0.615701,1.7420973,-0.5284923,0.576997,-0.29426134,1.6094289,-0.4084504,1.2579613,0.33945075,0.47759318,0.7827441,-0.5333156,-0.12604254,-0.57511944,0.8409803,0.057995386,-0.05233276,0.91889155,-0.2396198,0.829289,house,2
16.463184,1.4382639,-4.051413,0.1366223,11.619842,2.7084816,0.52414334,-2.8995178,1.3301497,-2.5274653,2.0482888,1.5246555,1.1261557,1.4454112,-2.018709,2.3643186,1.5442721,1.3141286,-0.3918638,-0.54898036,0.5237404,-0.022548435,0.83670646,1.0050797,1.7467226,0.16244523,-0.92448485,0.82438874,0.11158036,0.45382744,1.0529591,0.41678354,-1.093667,1.5937409,-0.42869726,1.6777499,-0.09414599,0.47000808,0.24802864,0.9560412,-0.78006685,0.4591496,-0.49514726,-0.34740877,-0.7388155,-0.29970992,0.5300481,1.1456078,0.5723643,0.9410124,house,2
16.095825,0.7615098,-3.1236825,0.47667786,12.237645,3.6715033,-0.7457584,-3.6062138,-0.7223,-4.2886457,2.163811,1.1849132,1.7796347,1.1530577,-1.6915102,1.794884,0.5750902,0.5524133,0.15899384,0.42603195,0.1397949,-0.9476897,-0.24165583,0.40368333,0.91823137,-0.41717866,-0.37205914,-0.9284268,0.45890868,1.004951,0.03902105,0.38447094,-2.5255356,-0.4722825,-0.271719,0.16633305,0.08475337,-0.69941115,-0.4179952,-0.35534757,1.0249289,-0.9568222,0.1788295,1.0358741,-0.75998807,0.12914906,1.6110582,0.0827528,-0.63457704,0.35526094,house,2
15.339976,0.6879699,-4.331715,-0.8946479,9.727603,1.5925475,-0.81045455,-3.7069886,-0.09959074,-3.0757768,2.672654,1.227499,1.0380119,1.3690819,-2.0927877,-0.29449603,1.2251085,0.81527156,0.24623068,0.84063464,-1.1870497,-0.18048611,0.68208224,-0.14542678,0.7502107,-0.33176616,-0.67118955,1.1870911,1.4499629,0.6638785,-0.5313909,-0.117085174,-0.34895217,-0.7931537,-0.30980635,-1.4901823,0.25195077,-0.5489009,-1.0678257,-1.0444725,0.04237168,0.6366223,-0.08602373,-0.77487105,0.13868666,1.1760064,0.9578318,1.3002136,-0.8453776,0.22405705,house,2
15.806158,1.2806437,-5.577224,-1.8654945,8.502492,0.23891236,-0.6043779,-3.1947875,0.7712072,-4.264079,-0.062257726,1.377317,0.35713375,2.607492,-1.9891882,-0.6745078,2.1783142,-0.97806495,0.17249064,1.1763679,-0.28539088,-0.24084336,0.9517928,-0.6300406,0.993589,-1.0221665,-1.8316675,1.556916,-0.88337576,-1.0031911,-0.27444035,-1.2421851,-0.9686682,-0.2125398,-1.5314628,-0.024092903,-0.8214407,-0.7159705,0.11063508,-0.20137237,0.08001012,-1.1041113,-1.0435545,-0.66482604,-0.54467183,-1.5740565,0.00703739,0.08384146,0.27100226,-0.17437196,house,2
15.2577715,0.4581613,-5.781338,-1.8240417,8.885534,-0.1886727,-0.91285056,-2.8077698,0.9658793,-4.5508113,-1.6745085,1.2342707,0.8530217,3.46265,-1.500158,-0.08539221,1.2452533,-0.11329123,-0.059096165,1.852982,-0.3921625,-0.5298088,0.42853832,-0.33901754,1.1648617,0.020242602,-1.4602834,0.64523274,-0.830868,-0.18380447,-0.4483495,-0.6673201,-0.80933756,-0.24519002,-0.20207104,0.10393946,-0.04268063,-0.4828259,-0.37912133,-0.6290288,-0.7538315,-0.90012634,-0.8341766,-0.88888794,-0.012734677,-0.03266971,-0.007421961,0.035397746,0.84555286,1.4992564,house,2
14.633192,4.5581303,-8.308471,1.0570903,2.9686136,0.1769048,-0.17467284,-1.0513858,4.756771,-3.1845238,-2.4214003,4.104881,1.4785212,1.0840943,-2.0624783,0.46269232,1.1026736,-3.1122797,2.644742,1.9425547,0.14381693,1.296116,-1.6893263,0.53281194,0.6342628,-0.94731057,0.87587726,1.7935373,-1.1767721,-1.7658247,1.9796766,1.0680536,-0.5914935,1.1233764,0.2670622,-1.6058457,-0.7588373,0.12011757,0.2227152,1.439111,-0.85697436,-0.45969418,2.275294,0.61563396,0.37437907,0.12125925,-0.2334341,-0.14662372,0.089926824,0.27153298,shoe,3
14.224959,1.3998561,-9.096219,-0.06691201,2.2146177,-2.531876,-3.2923768,-0.036590263,3.985047,-3.0387459,-1.6915184,4.816451,-0.37165153,0.36947516,-2.7479012,0.30484062,0.3238152,-2.1344974,2.6748774,1.4883982,-1.1355686,0.6488444,-1.3779755,0.36105934,-0.06506163,-1.2216076,-0.30774313,-0.28734964,-0.58764637,-1.0702698,1.5315895,1.3435506,0.6749963,0.6294561,0.15302853,-0.5587186,-1.286995,0.072938964,0.81166154,1.1538966,-0.6008937,-0.6697594,1.4124656,0.7957328,1.3232387,0.9473591,-0.20441751,-0.18034181,0.115260616,1.3270327,shoe,3
15.782519,-0.777257,-7.2490544,-0.86198115,5.693941,-0.16916381,-4.6227245,-0.47078696,0.51996934,-3.023415,-1.6821907,4.5684457,-0.7400948,0.52969044,-1.7457223,1.7053814,-1.6293064,-2.6790528,-0.2182773,1.7501655,-2.2316902,-0.20069884,-1.5792649,-1.3781867,0.92743945,-1.0688527,0.6613787,-0.90259343,0.8644803,-0.5318025,2.7185647,0.039793372,0.7274164,-0.033064708,0.74779487,-0.5941036,0.5867397,1.16088,-0.9905164,1.2560325,0.79305315,-0.6926929,1.0762805,1.6575763,1.2212797,0.8724866,-0.46800533,1.6255485,-0.09650004,0.674336,shoe,3
17.878717,1.4942737,-4.866151,2.010857,8.28026,3.6346557,-1.6772058,0.7801522,1.8016441,-2.951642,-1.270044,5.2102227,-0.4228463,0.24382593,-1.3103741,0.92657727,0.15120284,-2.7433758,-0.3099763,1.0236858,-1.5401459,0.86674047,-1.0986291,-1.9537858,1.165587,-1.5693871,1.0340649,0.33349863,0.6419356,-1.0332743,1.1776136,0.3638512,2.055118,1.1464732,0.05087557,-0.7793813,-0.19504504,1.0047733,-0.4640017,-0.8925424,-0.6302819,0.1063631,2.4085333,0.47053784,-0.006157332,-0.09634357,-0.14766555,0.26378638,0.5379822,0.57931197,shoe,3
16.924776,0.6601104,-3.6629562,1.7759974,9.8426695,3.8475327,-2.5520086,3.1053689,4.073025,-1.9912312,0.2813083,6.457239,0.49848473,0.42740816,-1.2748126,2.6799552,0.049911797,0.24568425,0.78529966,1.525014,-0.042280704,1.3355197,-0.3027092,-0.43060023,0.6133038,-1.4976597,1.6059225,1.1407118,0.052919038,0.4275077,0.4905537,0.38586828,0.68953764,2.7865582,0.061190747,-0.93651026,-0.93995005,1.01198,0.8239418,0.6185355,-2.3745668,0.12558213,0.30696008,0.6577992,1.5690328,0.79093105,-0.37770513,-0.09152079,0.97176474,0.06801175,shoe,3
