subject,run,epoch,event,Fc5._alpha,Fc5._beta,Fc5._std,Fc3._alpha,Fc3._beta,Fc3._std,Fc1._alpha,Fc1._beta,Fc1._std,Fcz._alpha,Fcz._beta,Fcz._std,Fc2._alpha,Fc2._beta,Fc2._std,Fc4._alpha,Fc4._beta,Fc4._std,Fc6._alpha,Fc6._beta,Fc6._std,C5.._alpha,C5.._beta,C5.._std,C3.._alpha,C3.._beta,C3.._std,C1.._alpha,C1.._beta,C1.._std
S001,9,9,3,2.534237200955987e-11,8.360506875048759e-12,3.621751118156465e-05,2.4892113740290823e-11,1.0095227556988476e-11,4.243319276755728e-05,2.973454196817534e-11,1.1137699174979809e-11,4.904012817922188e-05,3.67904006749455e-11,1.174807029893313e-11,5.460481707048893e-05,2.3491468183633226e-11,1.1819754266373741e-11,5.11562692947895e-05,2.189765987991073e-11,1.0670123734178501e-11,4.500793325148481e-05,1.3986471195096574e-11,6.5281113676037404e-12,3.618173923264239e-05,2.3936780651753175e-11,1.0704529565099697e-11,3.69678567386252e-05,2.423936855291011e-11,1.275224683615681e-11,4.40008522562022e-05,2.717326061276502e-11,1.157857878864436e-11,4.755783666793804e-05
S001,9,10,1,1.9829486570380706e-11,8.649233350475797e-12,0.00012283771710966168,2.7814807685592703e-11,1.213075826866595e-11,0.00010820500270064561,2.800991089920184e-11,1.126443450326679e-11,0.00010657092693304004,3.587800411976634e-11,9.328874388714676e-12,9.568136218437626e-05,3.9930138715173114e-11,8.525534332271898e-12,8.739772392406161e-05,3.765142138816247e-11,7.613293182684788e-12,7.087625951616716e-05,2.0598558666779584e-11,4.054448844213666e-12,4.712763215978534e-05,2.4136941137401002e-11,8.443988850098699e-12,0.00010343515073375004,3.4239892495999285e-11,1.0637701265155392e-11,9.154055642054985e-05,2.9364458136879273e-11,1.046328390042533e-11,8.550060270748808e-05
S001,9,11,2,2.18667223095964e-11,1.6911041863082978e-11,6.473357692723039e-05,1.993205406299928e-11,2.2218913472893357e-11,6.343496571943684e-05,2.05597563175878e-11,2.2708203381549512e-11,6.355830837188985e-05,1.931831175407322e-11,1.8385335934552426e-11,6.231523098359419e-05,1.6087660716473004e-11,1.5431866606978545e-11,5.834988547716791e-05,1.215359229340883e-11,1.0555468772330124e-11,4.793757606956647e-05,1.094920981027764e-11,4.577222705762566e-12,3.766714757020037e-05,2.1108299650632516e-11,1.9926337208621524e-11,5.1988891771002235e-05,2.2452881913227497e-11,2.0154596465597507e-11,5.577825238666559e-05,2.4323528219885323e-11,2.16143943281997e-11,5.80775491714555e-05
S001,9,12,1,2.0327703804017967e-11,7.359763113762857e-12,7.895152494116142e-05,2.1101994141251928e-11,7.885690801826562e-12,7.059993341573015e-05,3.059254083643544e-11,9.245933597405188e-12,6.803018916013573e-05,3.7911576803907085e-11,9.53843066466844e-12,6.0154677807941014e-05,3.605390091938049e-11,8.502439003535191e-12,5.9197683715833864e-05,2.663233016326826e-11,5.817529494984039e-12,4.524916209560702e-05,1.46739755894807e-11,3.284201199345134e-12,3.947091345530806e-05,1.637928942572693e-11,9.604331592277619e-12,7.423915111393477e-05,1.8245052735486112e-11,9.599955561426488e-12,6.351563192231415e-05,2.1804449439735955e-11,9.188839434409654e-12,6.0017488708734205e-05
S001,9,13,2,2.5568637995730702e-11,1.0461231056770352e-11,4.363642643678357e-05,2.536200003964158e-11,1.475093362116423e-11,4.707432094706419e-05,2.6287905293391366e-11,1.4447543189331134e-11,4.8672756825704846e-05,2.8043095264968188e-11,1.0500108254266438e-11,4.6840785229504085e-05,1.9594836578195985e-11,7.703313144849049e-12,4.748865433597365e-05,1.5277102053437084e-11,5.646696945450416e-12,4.3571979370727806e-05,8.472721031197982e-12,4.510439735757369e-12,3.997186392173213e-05,2.7499441231204567e-11,8.019431019841922e-12,3.803742859254167e-05,2.579772205312731e-11,9.893420574897643e-12,4.702993547720012e-05,2.3355268226126383e-11,8.782304172277801e-12,4.7715451758589026e-05
S001,9,14,1,3.7855085894248454e-11,1.3566118626728002e-11,7.919830430985887e-05,3.7411923087856994e-11,1.4839807526325555e-11,7.38936021481388e-05,3.787683499005964e-11,1.6080441133029216e-11,7.565374142710802e-05,3.663128639049606e-11,1.9897931654781492e-11,7.304159235105214e-05,3.972816046427702e-11,1.9102042595722918e-11,7.066704845174613e-05,3.6217933362399595e-11,1.492548054211302e-11,7.927845310190724e-05,2.742671002537539e-11,8.765509687562446e-12,7.66554625405555e-05,3.764495603159447e-11,1.5487067195559416e-11,6.119053154060484e-05,3.4289242410660556e-11,1.6872106603498044e-11,6.266867802130375e-05,3.1297753398691736e-11,1.6655006993191574e-11,5.73178783248991e-05
S001,9,15,3,3.213773438888595e-11,8.91979678337174e-12,3.633889794060115e-05,3.30601244715494e-11,1.1731159691270055e-11,3.784697444238062e-05,3.258417799161874e-11,1.1909400475981592e-11,3.9009175128658136e-05,3.049408383302481e-11,1.0628335122505108e-11,3.9838386745103784e-05,2.1364725365985834e-11,8.473182614493516e-12,3.918905396758034e-05,1.6474618157617245e-11,7.21370651110164e-12,3.73687537074955e-05,6.2536525706276885e-12,5.962233657259359e-12,3.5162179106123046e-05,3.770035134772777e-11,7.897694963467107e-12,3.8180829988013326e-05,3.875030532277126e-11,9.041708033161445e-12,3.82122331902318e-05,3.52298566427453e-11,9.62772579804315e-12,3.900442181283803e-05
S001,9,16,1,3.359110324192812e-11,2.4931285495378852e-11,5.4255549557235075e-05,5.1470221592618657e-11,3.3816870890685655e-11,6.032367462808839e-05,5.116877780490791e-11,2.6850087449040267e-11,6.89130105148226e-05,4.56112302477117e-11,1.7019220411925226e-11,7.183778508151298e-05,3.702442948619482e-11,1.158450283892601e-11,7.378869808146636e-05,2.5158120989848317e-11,9.037073963849315e-12,6.829767075552816e-05,1.157945077751823e-11,7.0773776741112976e-12,6.227479814329394e-05,3.117066946993745e-11,1.8763541792977984e-11,4.8348410248890054e-05,4.404661312017634e-11,2.2818355932009023e-11,5.619582277341202e-05,5.3587734817677506e-11,2.0504561161886273e-11,6.5590084466528e-05
S001,9,17,2,1.236704899481724e-11,9.542984557660457e-12,4.9757504368504506e-05,1.4268175652556212e-11,1.1524875772903353e-11,5.373932564859146e-05,1.6717891710505355e-11,1.4061433676648378e-11,6.323003836755763e-05,1.8671897243471758e-11,1.5742639240468284e-11,6.949515910620695e-05,2.4287325031548796e-11,1.3829205688299563e-11,7.500914137022576e-05,2.3715084142435463e-11,9.85647266591101e-12,6.748627618153643e-05,1.9452489361784117e-11,7.76749942879814e-12,6.748093648469202e-05,1.2221293669794524e-11,8.595092190395164e-12,4.489440795690474e-05,1.0323937880799955e-11,9.497276370275185e-12,4.99075030729536e-05,1.25076942951351e-11,1.2488621119993357e-11,5.385840156542575e-05
S001,9,18,1,2.052663831088597e-11,8.773713283911289e-12,4.472361680605089e-05,2.0821460314017492e-11,1.0157153438417022e-11,4.870625184072178e-05,1.8319869883744118e-11,9.78081317625271e-12,5.310473580333669e-05,2.7426501185099587e-11,9.330803022252629e-12,5.4065291588092706e-05,2.7931481844914624e-11,8.755214034549309e-12,5.059433549224215e-05,2.485823290572132e-11,6.823959746408256e-12,5.30057170531071e-05,1.579157204960221e-11,4.99717347758825e-12,5.1718552833713685e-05,3.1145544833327356e-11,6.8661145572659544e-12,4.4246741667094746e-05,2.7449092787143764e-11,8.235301305844511e-12,4.2930884452336426e-05,2.0399492278885562e-11,8.526324095128403e-12,4.7354920595180485e-05
S001,9,19,3,2.413637149724852e-11,6.586161501727532e-12,4.80377367244789e-05,3.992326803173063e-11,8.55158273337442e-12,5.0142947028402315e-05,4.2789280356038116e-11,1.0236986153188659e-11,5.7496458350055453e-05,5.095923951040648e-11,1.1005730758312933e-11,6.598963570337222e-05,5.120439246864502e-11,1.0158210665120755e-11,6.205448521028409e-05,4.97579214990757e-11,9.569544369813083e-12,5.050504549010034e-05,2.8917637551693804e-11,7.40701419811469e-12,4.156203580476544e-05,1.7102184908956026e-11,5.742619191558582e-12,3.618570366051415e-05,2.430776350548035e-11,7.073478161287776e-12,4.064441963359822e-05,2.063621105397706e-11,6.639857935197566e-12,4.67424921250926e-05
S001,9,20,1,1.7458409594403865e-11,1.1072124260782031e-11,4.159491921578986e-05,2.598711061220391e-11,1.2635576265186852e-11,4.179611893327807e-05,3.034767265367721e-11,1.2025377585382882e-11,3.845710851039946e-05,3.11632941169723e-11,1.0931756846763456e-11,3.790882339148648e-05,3.7808376230512725e-11,1.2012929669638373e-11,3.520924396972249e-05,3.9100195606771503e-11,1.1217617698123104e-11,3.203300805831267e-05,1.9251196500806883e-11,9.120681591849448e-12,3.170794437477508e-05,1.6259406516979e-11,1.0533080863619113e-11,3.700675699222624e-05,2.421919063169826e-11,1.2130929509256307e-11,3.5958806196170305e-05,3.036275934126423e-11,1.2984042835024815e-11,3.6370116267135634e-05
S001,9,21,2,8.306785213548728e-12,5.713792403056432e-12,3.4622966626700234e-05,1.2670385742382366e-11,4.75058747176279e-12,3.846924566665772e-05,2.523196882557548e-11,4.7473348985384035e-12,3.8480973208271584e-05,3.879596926271505e-11,5.087173622611025e-12,4.366954103002639e-05,3.396595268024457e-11,4.774718058811237e-12,3.59559374349511e-05,3.017547222200427e-11,4.1501639671495584e-12,3.306525590388853e-05,2.0879063974934688e-11,3.817377103416434e-12,2.6853370773499738e-05,7.480595664971739e-12,4.6711550407835476e-12,3.457439131294953e-05,9.532984944144633e-12,4.495077210573816e-12,3.5357067788526515e-05,1.6287991220690588e-11,4.408027833359248e-12,3.2453209687092284e-05
S001,9,22,1,2.3700166264911785e-11,6.938806361079276e-12,3.4272085557326035e-05,3.1821703531822095e-11,6.758380432524457e-12,3.610270925069939e-05,3.5001839927254135e-11,6.528480467156855e-12,3.766064267838097e-05,3.5977971850241645e-11,8.761865531894742e-12,3.891910647518987e-05,4.089747515728371e-11,1.1003274199879751e-11,4.009337322412484e-05,3.0796976947394395e-11,1.051420536871408e-11,3.748501627068114e-05,1.3579033478311674e-11,6.964546133998116e-12,3.09505152630232e-05,3.077437873798704e-11,6.246232183572033e-12,3.7638424039527844e-05,3.3232244303563376e-11,5.795430485041786e-12,3.805081624613482e-05,4.2168155851139475e-11,5.036141540543167e-12,3.894476067186673e-05
S001,9,23,3,2.5811012423744797e-11,1.5882535165874878e-11,5.614815567860125e-05,4.220098055277994e-11,2.26125651868887e-11,5.479843793209929e-05,4.239602444221713e-11,2.1564393547779446e-11,5.2751819097963186e-05,4.8221490586379906e-11,2.240514538976363e-11,5.1623006806713576e-05,5.161427343215544e-11,1.9238632126825336e-11,4.809924761310723e-05,5.461036752517351e-11,1.620652080828414e-11,3.9192430427425534e-05,2.5850301867560322e-11,1.023386453638241e-11,3.425848128493318e-05,2.7634363960116276e-11,1.7769424606346363e-11,5.362450686878393e-05,3.6677081241631527e-11,1.7693135812094036e-11,5.0767284396666173e-05,3.452620144431699e-11,1.7928380910537524e-11,4.827027520098436e-05
S001,9,24,1,4.1483334820438354e-11,1.0579101274448401e-11,4.4720956565073e-05,5.121147089346483e-11,1.4300346387828547e-11,5.193084261280372e-05,5.183203276877886e-11,1.4255995091318177e-11,5.302445769096437e-05,5.36107716477516e-11,1.5259006608808348e-11,5.344873512823445e-05,6.002859913987607e-11,1.3746834037627077e-11,4.932352663185535e-05,5.703675401875488e-11,1.2988811922064152e-11,4.24111087769323e-05,3.406545822830713e-11,9.232456788529793e-12,3.2553345236698914e-05,4.086115840120877e-11,9.41479472114735e-12,3.9791041046016154e-05,4.5111864381311525e-11,1.0787756003420957e-11,4.790846753382559e-05,3.720310324903216e-11,1.3436189974619114e-11,5.067445308109386e-05
S001,9,25,3,1.6491744346606388e-11,1.0375720517837535e-11,4.585606968281701e-05,2.482338885101807e-11,1.5034598633086285e-11,4.629020256412016e-05,2.8148278221777096e-11,1.6350535887035103e-11,5.348328539058032e-05,2.6657868152060882e-11,1.3444872000403128e-11,5.759193612012515e-05,2.4238052539883827e-11,1.053596914486144e-11,5.584001397946712e-05,1.735172400532579e-11,9.116681794342067e-12,4.4245061087694494e-05,9.300429945069565e-12,6.775873674036849e-12,3.408194198715763e-05,1.766301278202107e-11,9.066617095190628e-12,6.118227961259187e-05,2.9221535436048083e-11,1.3362601104770388e-11,5.232941986625297e-05,3.881756014169332e-11,1.2553350050653422e-11,5.7774800581434736e-05
S001,9,26,1,3.892948624986841e-11,1.326617602168784e-11,3.991107777949949e-05,6.470216684957427e-11,2.0263311186717413e-11,4.289820820177546e-05,8.365637429321999e-11,2.332562850200924e-11,4.230835100159701e-05,1.0451631549219926e-10,2.5913113916736195e-11,4.290682218697266e-05,9.810902115234398e-11,1.938039957074088e-11,3.969682639255031e-05,8.391317955081195e-11,1.4150580942865096e-11,3.4770483458372566e-05,4.540061236351871e-11,8.81129176566559e-12,2.8303626151886535e-05,3.4830567650089006e-11,1.631605696506443e-11,3.6942098822151715e-05,6.59542276463428e-11,2.104457839905456e-11,4.492751057548181e-05,9.202261875434194e-11,2.4675650068361277e-11,4.644834552417568e-05
S001,9,27,2,1.4144481831787544e-11,6.147282656857954e-12,4.398734147846918e-05,1.4677619785890086e-11,7.348086236527471e-12,5.0822361353102276e-05,1.6377179052933788e-11,9.169167834173243e-12,5.304086493207933e-05,2.0526374929156805e-11,1.0537463470421378e-11,5.533400594722179e-05,1.8469700346903513e-11,8.564730963090387e-12,5.7707013079068456e-05,1.393790635987497e-11,5.788803977621902e-12,4.86968760769829e-05,8.814941902943413e-12,3.786611301738815e-12,4.0199603879824454e-05,1.6181316518226543e-11,5.95824491985153e-12,4.3698219186931206e-05,1.8480884274322627e-11,6.894137436105406e-12,4.6015592036342e-05,1.905582377911908e-11,8.633925314399732e-12,4.7291923245009975e-05
S001,9,28,1,2.5116342687463162e-11,1.2341070729830814e-11,0.00010298733591456532,3.01032817343312e-11,1.3635967963691194e-11,0.00010608512947946163,2.3202528927590206e-11,1.4724328308348326e-11,9.915925257063577e-05,1.86759494171524e-11,1.4793910322507475e-11,9.325542855834291e-05,1.6131489905911683e-11,1.2345622595641228e-11,8.667954378020563e-05,1.3919778944317139e-11,1.050062805747174e-11,7.993766750921612e-05,9.469006285784105e-12,8.130498617828683e-12,6.590248130788754e-05,4.1230266362367717e-11,1.303423983928268e-11,9.128836365095669e-05,4.5556526304456794e-11,1.2339249814802587e-11,9.366986108742067e-05,3.614842930095851e-11,1.1705147780159853e-11,8.910732011519817e-05
S001,9,29,2,2.5956038681227596e-11,9.599774614449752e-12,5.7864007460937636e-05,2.8009848023427627e-11,1.4899890153347608e-11,7.060177841926893e-05,3.055279397803421e-11,1.63125902577496e-11,6.483555272411105e-05,2.6682781184562452e-11,1.40878114565031e-11,6.590930444702093e-05,2.8263823729217074e-11,1.581247217816602e-11,6.563599123548318e-05,3.005524880526296e-11,1.6279427804541154e-11,5.925418608772859e-05,2.6516229806649912e-11,1.0663184274287297e-11,4.95664972249418e-05,2.443661983067379e-11,8.76189414665685e-12,6.239184549361825e-05,2.5211353151914668e-11,1.2039662736374507e-11,6.724641923430561e-05,2.897382897989136e-11,1.370738157880389e-11,6.794846871186477e-05
S001,10,0,1,2.292687131125704e-11,1.3070734794499747e-11,3.9521465250975796e-05,2.6015145008305236e-11,1.3531026399111696e-11,4.203060010738352e-05,2.5471732030628942e-11,1.3823156917384185e-11,4.3323014329770746e-05,1.953052219581846e-11,1.3407514446796304e-11,4.6669201649743185e-05,2.52762152044445e-11,1.0542037135617436e-11,4.529569861992918e-05,2.346315101233568e-11,9.449531403198134e-12,4.1840682999387826e-05,1.70092585330915e-11,6.822743045800424e-12,3.543649679732515e-05,4.114288816279884e-11,1.2327458387304787e-11,3.622692583390212e-05,4.430837921125689e-11,1.259352709928658e-11,4.4710569715703166e-05,3.970994870191359e-11,1.2416836949600878e-11,4.657864376126086e-05
S001,10,1,2,2.4680574630248035e-11,8.750856923443579e-12,4.206250141274061e-05,2.4290466395092136e-11,9.435591778527105e-12,4.321835495600015e-05,2.1582808207725095e-11,1.011944662897679e-11,4.370958220346686e-05,1.950078492559938e-11,1.1392331283877939e-11,4.4854447368613333e-05,1.6818364588374292e-11,1.0317464651211338e-11,4.16214603224754e-05,1.1614477754704237e-11,7.874147565116685e-12,3.5256897555299875e-05,6.182109277726076e-12,5.433256461628329e-12,2.826212865086679e-05,3.2030758424989633e-11,1.1056352065268028e-11,4.118649351883284e-05,2.971210397535845e-11,9.117450197281526e-12,4.445157530551003e-05,2.7761979693855077e-11,9.929800365917481e-12,4.6209950202047204e-05
S001,10,2,1,1.0681920411508699e-11,1.2049485094434305e-11,7.92818223817857e-05,1.091073180369191e-11,1.1633428310704642e-11,7.740930902562364e-05,1.6159435431428546e-11,1.109963596035658e-11,6.825814563203271e-05,2.4460707336576117e-11,1.0735018934663204e-11,5.861676150207697e-05,2.7550297695751205e-11,1.0055324455759815e-11,5.7912175001399545e-05,2.44793217683774e-11,8.581802766898283e-12,5.4678722874824914e-05,1.7823124616149406e-11,7.511840898785256e-12,4.9704183494872106e-05,7.69375849364082e-12,1.1485724942081859e-11,7.222120711504979e-05,1.2736080247481539e-11,1.008319820416346e-11,6.986135750210802e-05,1.7954054229126236e-11,9.220483299878034e-12,6.43461336696808e-05
S001,10,3,3,2.308853025474484e-11,1.2801790374820789e-11,4.6023834482960464e-05,2.6147194711929955e-11,1.5329181354707774e-11,4.989284487344365e-05,2.2624780931125978e-11,1.46679918305347e-11,5.4199581789907124e-05,1.9561742633292526e-11,1.4138999574205974e-11,5.227178433628946e-05,2.5514516238330238e-11,1.1575560311953532e-11,4.651990615067888e-05,2.150247187054414e-11,8.7700704246474e-12,3.8759995663152626e-05,1.851933428131695e-11,4.806304470498255e-12,3.239918942913582e-05,3.1388770892975904e-11,1.6400347845273624e-11,4.615842362793679e-05,2.3692334249311346e-11,1.669202260578286e-11,4.918472978718802e-05,2.0930457480625732e-11,1.291105999701372e-11,5.346292866113319e-05
S001,10,4,1,3.125251167751538e-11,1.0146874262187337e-11,4.187424613990823e-05,3.390949854074359e-11,1.4375471876500645e-11,4.132910492225955e-05,3.48827047485798e-11,1.8773914726398094e-11,4.133856964250125e-05,3.490461803710242e-11,1.920765402423205e-11,4.17761485917831e-05,4.023848802640575e-11,1.505763812314694e-11,4.095056753542488e-05,4.307935981722516e-11,1.0883972070146476e-11,4.395158905315214e-05,2.771234893868419e-11,6.914297732835953e-12,4.5369938971451894e-05,3.663454588854086e-11,1.0543845158245309e-11,3.886748361044298e-05,3.863597454687977e-11,1.3283714986980974e-11,4.167215697370792e-05,3.6176457493925895e-11,1.7903963967034318e-11,3.908435375189835e-05
S001,10,5,3,4.666363514819328e-11,1.0422301267140363e-11,5.7053246974760864e-05,5.422072120099605e-11,1.1989309132925332e-11,6.251962698783474e-05,4.550302143898143e-11,1.065926049617663e-11,6.529633480660049e-05,3.491981237113215e-11,8.733460456746344e-12,6.321844026950358e-05,3.22337584679084e-11,8.595381003122955e-12,5.921540479258715e-05,2.8518148681321583e-11,7.442992125158762e-12,5.0703637370475075e-05,1.9429858496733457e-11,5.967697508144993e-12,4.061725848817751e-05,5.171101855423898e-11,1.0409540978963989e-11,5.768793535313767e-05,6.378340988513168e-11,1.23858182542054e-11,6.157934508669979e-05,4.5294757899918383e-11,1.1196238436243667e-11,6.297010859548989e-05
S001,10,6,1,1.591235103393061e-11,7.184905292763715e-12,3.626624110897969e-05,1.7581212883657607e-11,8.160335664120536e-12,4.3169113771403586e-05,1.9904395038673512e-11,8.884706657185142e-12,4.667355301498686e-05,1.54019374522862e-11,1.060524469526696e-11,5.0512498115927974e-05,1.5970633632351462e-11,9.505941057567377e-12,4.588119520380908e-05,1.3177671341185046e-11,7.449592791064614e-12,4.684056850977082e-05,1.1198482907252746e-11,5.29686299368351e-12,3.435682094246018e-05,1.912631656118799e-11,8.305738642292828e-12,3.3889068142224495e-05,2.036601591326193e-11,8.534193394676945e-12,5.032042088369193e-05,1.859429737549802e-11,9.045969243086001e-12,5.0383518797627046e-05
S001,10,7,2,2.2616826577984257e-11,1.1465954567589662e-11,4.1461027005112984e-05,2.6852644607098826e-11,9.552213558351439e-12,3.933247049470767e-05,3.9531840424789176e-11,9.336939849869245e-12,3.9325780077175714e-05,5.523003321141498e-11,1.1274831235863458e-11,4.5403810226183534e-05,8.860253009263953e-11,1.5529673893524746e-11,5.0285653870469424e-05,9.570985782557879e-11,1.5210362478395032e-11,4.321325412477391e-05,5.617506235429253e-11,1.1293885160345562e-11,3.050098793229544e-05,2.0834702361740613e-11,1.0172824831383069e-11,3.87148141147634e-05,2.3637374127718446e-11,9.050515117625678e-12,3.8057641802050685e-05,2.780418993199047e-11,9.270522382218638e-12,3.90585820304914e-05
S001,10,8,1,7.9763694881938e-11,1.1542192067681705e-11,3.8835837578858406e-05,1.3260106358430334e-10,1.6782152117708606e-11,4.232530186402277e-05,1.2194298254644365e-10,1.8801156211752864e-11,4.328539781000991e-05,1.1281854610050463e-10,1.765661792587993e-11,4.3064320153314564e-05,1.2588357277169546e-10,1.6296866558407645e-11,4.243949759166707e-05,1.2348110566199593e-10,1.119583185881983e-11,3.695830758107812e-05,6.39074438341815e-11,5.742843910383834e-12,3.253851296155025e-05,8.606235228025238e-11,1.340481382606926e-11,3.813000350310838e-05,1.3157281444551532e-10,1.7346540584653418e-11,4.226323364669639e-05,1.0978066880325592e-10,1.8574452258119744e-11,4.1969650440736845e-05
S001,10,9,3,3.310751063384746e-11,1.3720150936995022e-11,5.965530266711389e-05,5.168553453275406e-11,1.5056466143117616e-11,5.540526144245367e-05,4.613229211103278e-11,1.4393515155933497e-11,5.3591525366556014e-05,4.171478140518074e-11,1.1855417665445878e-11,5.421681643694697e-05,4.5107298882726854e-11,1.0908789840359474e-11,4.990077225991932e-05,4.4597468934507554e-11,8.959225641654022e-12,4.8012146540120344e-05,2.58346347432364e-11,6.8960262696414896e-12,4.583525123231411e-05,2.8875298077902453e-11,1.0794527669721985e-11,4.881654330733086e-05,3.8465317730201093e-11,1.0875046829434557e-11,4.390424190745567e-05,2.871297519926106e-11,9.931351293536964e-12,4.316858568805296e-05
S001,10,10,1,1.0668205993132785e-10,2.7694377036276077e-11,5.5455409411635416e-05,2.5371806717344807e-10,4.223357813248358e-11,5.894727988042198e-05,2.775314363019761e-10,4.4101838237558145e-11,5.7004560002040127e-05,1.6768006726151047e-10,2.8266389174500558e-11,5.047600536255865e-05,1.1434550133072649e-10,1.619582251079776e-11,4.8106554277307323e-05,7.208268222923176e-11,9.647887742378609e-12,4.165968078392123e-05,3.533456411082947e-11,5.975272557874929e-12,3.9019845774212886e-05,5.000368969280604e-11,1.6095079226897985e-11,5.177735094896233e-05,9.86762036783231e-11,1.7914195119708733e-11,5.151971594265642e-05,1.1268422332823078e-10,1.9414206011380867e-11,5.000451333945039e-05
S001,10,11,2,2.731926739275512e-11,1.1499156713519849e-11,4.0751815597238445e-05,2.3942928021770903e-11,1.1909946049613474e-11,4.441980207949681e-05,1.8518023215020628e-11,1.408062862331556e-11,4.309815918575466e-05,1.6145713982893063e-11,1.8993789505479946e-11,4.350302689532339e-05,1.681858681040093e-11,2.0736593580448787e-11,4.258074318539306e-05,1.9587405079275764e-11,1.7815128012639864e-11,3.6881462187442135e-05,1.6887043702562666e-11,1.275957845685422e-11,3.1222191225320375e-05,3.109258786074788e-11,1.070019326229878e-11,4.118356568145974e-05,2.420373919264392e-11,1.189717313576762e-11,4.7699020052921284e-05,1.8122591858492017e-11,1.3142255845967613e-11,4.473131930664004e-05
S001,10,12,1,1.3207075410245195e-11,1.2587592436825234e-11,3.2232808300852736e-05,1.6114587868665593e-11,1.301471450265452e-11,3.5898998246958654e-05,1.9672381635933643e-11,1.5065770462413217e-11,3.767304931402807e-05,2.0553964249827363e-11,1.2148532862518706e-11,3.93416757623647e-05,2.4028196693928946e-11,1.065201215415759e-11,5.998354409869522e-05,2.5584796113510477e-11,8.582743303776186e-12,3.224804090055842e-05,1.9868934545621018e-11,5.6642904570321885e-12,2.5684331463298564e-05,2.131842502283509e-11,1.275158343802858e-11,3.152910853064424e-05,2.1405183415026484e-11,1.137655026859445e-11,3.613555024190198e-05,2.2576737000103066e-11,9.986925918429615e-12,3.793874121189271e-05
S001,10,13,2,2.7543378154574376e-11,8.172991737313684e-12,4.9658142482366005e-05,2.5292550696149493e-11,1.0637797246496022e-11,5.479871615753995e-05,2.9650974348607885e-11,1.4070601962587777e-11,5.4653102894893615e-05,2.9392268578827536e-11,1.4913294487944116e-11,5.466114650373431e-05,2.5511592425085883e-11,1.2423425539241234e-11,4.837995558780077e-05,1.8171967435730098e-11,9.302600372483594e-12,4.3083505535855156e-05,1.230316049578918e-11,6.6919716420976495e-12,3.251355111494846e-05,2.391290574851476e-11,8.45408035252273e-12,5.759186652504002e-05,2.2039350515216723e-11,9.25208691800522e-12,5.593543454731112e-05,2.6660685722422953e-11,1.2878843654256746e-11,5.6135521603931675e-05
S001,10,14,1,7.734509673260516e-11,5.507480224082496e-11,6.382799637299195e-05,6.841982382282424e-11,5.636879707334323e-11,5.8024364325078405e-05,5.900365985751816e-11,2.840171407145788e-11,5.309598831654609e-05,5.393919279271696e-11,2.0761425504933435e-11,5.4075797049645767e-05,3.8228592747876004e-11,1.900739864521765e-11,5.064177482705695e-05,3.3042436252577914e-11,2.025455336246418e-11,4.637460922509715e-05,2.8524869709816045e-11,3.2706747559842e-11,4.3076472879028e-05,7.961124588888111e-11,3.8834029734494594e-11,6.345643919014521e-05,5.5774696318418067e-11,3.0168885549163736e-11,5.620107494792737e-05,5.145679169543928e-11,1.9220881091277976e-11,5.415010335524935e-05
S001,10,15,3,2.05655550586553e-11,5.395032273840245e-12,3.6055815025439485e-05,2.1798204704610775e-11,5.804112149101173e-12,4.597819620701356e-05,2.4349043188984722e-11,7.358820772878553e-12,5.076075113935948e-05,3.3079899613398217e-11,9.235371360566548e-12,5.511645581171865e-05,2.9233257995428366e-11,7.090821718830112e-12,5.4171799533292465e-05,2.5707007152436874e-11,5.21024013293994e-12,4.6406425755010324e-05,2.1999385530765324e-11,4.349255614003474e-12,3.859736924062373e-05,2.47842183689422e-11,5.767506190789851e-12,3.863407039981729e-05,2.038305122805026e-11,5.6041248333693505e-12,4.272869123354577e-05,1.8647324966234906e-11,6.687892574763859e-12,4.911887154339964e-05
S001,10,16,1,2.932410236776119e-11,1.236131084618695e-11,3.35630411638288e-05,2.636655155492126e-11,1.2526488549439023e-11,3.519606342753438e-05,2.3182926690824425e-11,1.2789589060325252e-11,3.5154646999450885e-05,1.9911040226806124e-11,9.744261028465688e-12,3.49051570494289e-05,1.7411293495956103e-11,8.341925364624587e-12,3.8249801453921924e-05,1.561407424111335e-11,6.249298710396835e-12,3.7791039844392384e-05,1.1155270447328994e-11,4.384108664760821e-12,3.475259947391545e-05,2.2431862758933778e-11,1.0376875396038543e-11,3.293452315698931e-05,2.6846509960112467e-11,1.046849909643637e-11,3.4038953604320334e-05,2.2683323172027594e-11,1.0849879514027907e-11,3.360667788460288e-05
S001,10,17,3,2.422020868300097e-11,1.757025692644013e-11,7.862584588463842e-05,1.7006826482290484e-11,1.7219349656590992e-11,5.938895299867591e-05,1.4946202601229355e-11,1.2537261731879717e-11,5.1727011494301667e-05,1.711659918322483e-11,1.1070204958183888e-11,5.160282628305415e-05,1.1181967883867182e-11,8.79442478407592e-12,4.9127110306544185e-05,7.398112848605633e-12,7.35555033293161e-12,4.706022301077066e-05,7.218869430534229e-12,5.320819189593962e-12,4.537158130735651e-05,3.12474449660049e-11,2.174996881376287e-11,6.0130696026353274e-05,1.8415420353550554e-11,1.648130000110109e-11,5.08430709799716e-05,1.732561004691634e-11,1.402499075517811e-11,4.455976367852934e-05
